Player,Nation,Team,Position,Age,Matches Played,Starts,Minutes,Goals,Assists,Yellow Cards,Red Cards,xG,xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,xG/90,xAG/90,GA90,Save%,CS%,PK Save%
10,900,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
20,813,0,20.1,0.0,0.0,0.0,0.0,0.0,0.7,134.0,3.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,,,0.0,0.0,0.0,0.0
4,638,7,7.1,0.0,7.0,0.0,0.0,1.0,4.9,13.0,44.0,0.99,0.99,0.99,0.69,0.03,0.71,0.69,,,0.0,0.0,0.0,0.0
Starts,Min,Gls,90s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
22,960,0,21.8,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18,0.18,0.0,0.07,0.07,0.0,,,0.0,0.0,0.0,0.0
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1,115,0,1.3,0.0,0.0,0.0,0.0,0.0,0.4,4.0,7.0,0.0,0.0,0.0,0.31,0.04,0.34,0.31,,,0.0,0.0,0.0,0.0
0,29,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,,,0.0,0.0,0.0,0.0
0,65,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,,,0.0,0.0,0.0,0.0
0,12,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
25,007,6,22.3,8.0,6.0,0.0,0.0,0.0,3.9,47.0,162.0,0.27,0.63,0.63,0.18,0.19,0.37,0.18,,,0.0,0.0,0.0,0.0
0,164,0,1.8,1.0,0.0,0.0,0.0,0.0,0.4,23.0,20.0,0.0,0.55,0.55,0.23,0.42,0.65,0.23,,,0.0,0.0,0.0,0.0
0,31,0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,,,0.0,0.0,0.0,0.0
7,505,1,5.6,3.0,1.0,0.0,0.0,0.0,1.1,21.0,26.0,0.18,0.71,0.71,0.2,0.22,0.42,0.2,,,0.0,0.0,0.0,0.0
2,294,0,3.3,0.0,0.0,0.0,0.0,0.0,1.0,14.0,17.0,0.0,0.0,0.0,0.31,0.07,0.38,0.31,,,0.0,0.0,0.0,0.0
0,154,0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,,,0.0,0.0,0.0,0.0
10,903,0,10.0,1.0,0.0,0.0,0.0,0.0,0.2,41.0,24.0,0.0,0.1,0.1,0.02,0.24,0.25,0.02,,,0.0,0.0,0.0,0.0
0,23,1,0.3,0.0,1.0,0.0,0.0,0.0,0.3,1.0,6.0,3.91,3.91,3.91,1.2,0.51,1.71,1.2,,,0.0,0.0,0.0,0.0
21,952,1,21.7,1.0,1.0,0.0,0.0,0.0,0.7,94.0,98.0,0.05,0.09,0.09,0.03,0.09,0.12,0.03,,,0.0,0.0,0.0,0.0
22,813,9,20.1,0.0,9.0,0.0,1.0,0.0,10.8,19.0,83.0,0.45,0.45,0.45,0.54,0.07,0.61,0.5,,,0.0,0.0,0.0,0.0
0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
3,290,0,3.2,0.0,0.0,0.0,0.0,0.0,0.1,8.0,2.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,,,0.0,0.0,0.0,0.0
26,230,3,24.8,8.0,3.0,0.0,1.0,0.0,7.8,84.0,137.0,0.12,0.44,0.44,0.32,0.19,0.51,0.28,,,0.0,0.0,0.0,0.0
12,070,0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
24,275,1,25.3,0.0,1.0,0.0,0.0,0.0,1.4,72.0,1.0,0.04,0.04,0.04,0.05,0.0,0.06,0.05,,,0.0,0.0,0.0,0.0
6,579,0,6.4,2.0,0.0,0.0,0.0,0.0,0.4,17.0,60.0,0.0,0.31,0.31,0.06,0.24,0.31,0.06,,,0.0,0.0,0.0,0.0
3,369,1,4.1,1.0,1.0,0.0,0.0,0.0,2.2,26.0,30.0,0.24,0.49,0.49,0.54,0.23,0.78,0.54,,,0.0,0.0,0.0,0.0
1,140,0,1.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,6.0,0.0,0.0,0.0,0.36,0.19,0.55,0.36,,,0.0,0.0,0.0,0.0
2,246,1,2.7,0.0,1.0,0.0,0.0,0.0,0.5,1.0,9.0,0.37,0.37,0.37,0.2,0.15,0.35,0.2,,,0.0,0.0,0.0,0.0
Starts,Min,Gls,90s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
31,636,8,29.3,9.0,5.0,3.0,3.0,2.0,8.8,254.0,113.0,0.27,0.58,0.48,0.3,0.23,0.53,0.22,,,0.0,0.0,0.0,0.0
28,409,2,26.8,3.0,2.0,0.0,0.0,0.0,3.7,122.0,91.0,0.07,0.19,0.19,0.14,0.09,0.23,0.14,,,0.0,0.0,0.0,0.0
26,410,5,26.8,5.0,5.0,0.0,0.0,0.0,5.3,185.0,103.0,0.19,0.37,0.37,0.2,0.21,0.41,0.2,,,0.0,0.0,0.0,0.0
31,735,0,30.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.01,0.01,0.0,,,0.0,0.0,0.0,0.0
19,686,7,18.7,2.0,7.0,0.0,0.0,0.0,5.1,95.0,119.0,0.37,0.48,0.48,0.27,0.25,0.52,0.27,,,0.0,0.0,0.0,0.0
14,172,0,13.0,0.0,0.0,0.0,0.0,0.0,0.4,32.0,4.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,,,0.0,0.0,0.0,0.0
1,237,0,2.6,0.0,0.0,0.0,0.0,0.0,0.1,8.0,28.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,,,0.0,0.0,0.0,0.0
7,630,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
0,26,1,0.3,0.0,1.0,0.0,0.0,0.0,0.1,2.0,2.0,3.46,3.46,3.46,0.43,0.0,0.43,0.43,,,0.0,0.0,0.0,0.0
4,306,0,3.4,0.0,0.0,0.0,0.0,1.0,0.0,8.0,18.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,,,0.0,0.0,0.0,0.0
3,465,3,5.2,1.0,3.0,0.0,0.0,0.0,1.8,5.0,16.0,0.58,0.77,0.77,0.35,0.29,0.64,0.35,,,0.0,0.0,0.0,0.0
17,501,8,16.7,3.0,8.0,0.0,0.0,0.0,6.0,48.0,219.0,0.48,0.66,0.66,0.36,0.21,0.57,0.36,,,0.0,0.0,0.0,0.0
29,537,0,28.2,3.0,0.0,0.0,0.0,0.0,1.0,119.0,21.0,0.0,0.11,0.11,0.04,0.06,0.1,0.04,,,0.0,0.0,0.0,0.0
5,318,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,15.0,28.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,,,0.0,0.0,0.0,0.0
20,876,5,20.8,1.0,5.0,0.0,0.0,0.0,6.2,47.0,249.0,0.24,0.29,0.29,0.3,0.13,0.43,0.3,,,0.0,0.0,0.0,0.0
11,054,0,11.7,1.0,0.0,0.0,0.0,0.0,0.3,31.0,22.0,0.0,0.09,0.09,0.03,0.09,0.12,0.03,,,0.0,0.0,0.0,0.0
0,89,0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,2.0,16.0,0.0,1.01,1.01,0.13,0.73,0.86,0.13,,,0.0,0.0,0.0,0.0
28,288,5,25.4,7.0,5.0,0.0,0.0,1.0,4.3,139.0,112.0,0.2,0.47,0.47,0.17,0.17,0.34,0.17,,,0.0,0.0,0.0,0.0
1,98,0,1.1,0.0,0.0,0.0,0.0,0.0,0.1,11.0,2.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,,,0.0,0.0,0.0,0.0
2,108,0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
0,16,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
30,511,3,27.9,1.0,3.0,0.0,0.0,1.0,2.6,141.0,62.0,0.11,0.14,0.14,0.09,0.04,0.13,0.09,,,0.0,0.0,0.0,0.0
6,616,1,6.8,0.0,1.0,0.0,0.0,0.0,0.4,24.0,60.0,0.15,0.15,0.15,0.05,0.12,0.17,0.05,,,0.0,0.0,0.0,0.0
24,074,0,23.0,1.0,0.0,0.0,0.0,0.0,0.7,64.0,12.0,0.0,0.04,0.04,0.03,0.04,0.07,0.03,,,0.0,0.0,0.0,0.0
4,417,0,4.6,0.0,0.0,0.0,0.0,0.0,0.3,18.0,12.0,0.0,0.0,0.0,0.07,0.11,0.18,0.07,,,0.0,0.0,0.0,0.0
Starts,Min,Gls,90s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
6,519,0,5.8,0.0,0.0,0.0,0.0,0.0,0.3,35.0,2.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,,,0.0,0.0,0.0,0.0
7,570,0,6.3,0.0,0.0,0.0,0.0,0.0,0.2,40.0,8.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,,,0.0,0.0,0.0,0.0
25,150,6,23.9,5.0,5.0,1.0,2.0,0.0,7.9,89.0,189.0,0.25,0.46,0.42,0.33,0.21,0.54,0.27,,,0.0,0.0,0.0,0.0
32,741,0,30.5,3.0,0.0,0.0,0.0,0.0,0.9,153.0,51.0,0.0,0.1,0.1,0.03,0.09,0.12,0.03,,,0.0,0.0,0.0,0.0
14,346,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,15.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,,,0.0,0.0,0.0,0.0
7,720,1,8.0,1.0,1.0,0.0,0.0,0.0,1.1,52.0,118.0,0.12,0.25,0.25,0.14,0.23,0.37,0.14,,,0.0,0.0,0.0,0.0
19,665,1,18.5,0.0,1.0,0.0,0.0,0.0,1.2,48.0,4.0,0.05,0.05,0.05,0.07,0.0,0.07,0.07,,,0.0,0.0,0.0,0.0
6,498,0,5.5,1.0,0.0,0.0,0.0,0.0,0.4,17.0,46.0,0.0,0.18,0.18,0.07,0.13,0.2,0.07,,,0.0,0.0,0.0,0.0
2,143,0,1.6,0.0,0.0,0.0,0.0,0.0,0.1,1.0,3.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,,,0.0,0.0,0.0,0.0
7,770,2,8.6,4.0,2.0,0.0,0.0,0.0,2.2,30.0,58.0,0.23,0.7,0.7,0.25,0.13,0.38,0.25,,,0.0,0.0,0.0,0.0
30,699,3,30.0,2.0,3.0,0.0,0.0,1.0,1.7,123.0,8.0,0.1,0.17,0.17,0.06,0.04,0.1,0.06,,,0.0,0.0,0.0,0.0
1,122,0,1.4,0.0,0.0,0.0,0.0,0.0,0.1,3.0,12.0,0.0,0.0,0.0,0.1,0.06,0.16,0.1,,,0.0,0.0,0.0,0.0
32,732,4,30.4,6.0,4.0,0.0,0.0,0.0,3.4,220.0,74.0,0.13,0.33,0.33,0.11,0.18,0.3,0.11,,,0.0,0.0,0.0,0.0
0,73,0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,,,0.0,0.0,0.0,0.0
20,787,0,19.9,4.0,0.0,0.0,0.0,0.0,2.7,107.0,77.0,0.0,0.2,0.2,0.13,0.13,0.27,0.13,,,0.0,0.0,0.0,0.0
19,776,0,19.7,1.0,0.0,0.0,0.0,0.0,1.7,112.0,81.0,0.0,0.05,0.05,0.08,0.06,0.15,0.08,,,0.0,0.0,0.0,0.0
30,737,5,30.4,0.0,5.0,0.0,0.0,0.0,4.2,225.0,96.0,0.16,0.16,0.16,0.14,0.07,0.2,0.13,,,0.0,0.0,0.0,0.0
28,480,21,27.6,3.0,19.0,2.0,3.0,0.0,20.8,18.0,103.0,0.76,0.87,0.8,0.76,0.1,0.86,0.67,,,0.0,0.0,0.0,0.0
24,189,0,24.3,4.0,0.0,0.0,0.0,0.0,0.4,123.0,80.0,0.0,0.16,0.16,0.02,0.18,0.19,0.02,,,0.0,0.0,0.0,0.0
0,134,0,1.5,0.0,0.0,0.0,0.0,0.0,0.4,3.0,14.0,0.0,0.0,0.0,0.24,0.05,0.28,0.24,,,0.0,0.0,0.0,0.0
0,45,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
20,747,1,19.4,0.0,1.0,0.0,0.0,0.0,3.3,43.0,106.0,0.05,0.05,0.05,0.17,0.19,0.36,0.17,,,0.0,0.0,0.0,0.0
27,390,1,26.6,0.0,1.0,0.0,0.0,0.0,1.7,108.0,8.0,0.04,0.04,0.04,0.07,0.03,0.1,0.07,,,0.0,0.0,0.0,0.0
21,839,9,20.4,3.0,9.0,0.0,0.0,0.0,9.4,59.0,110.0,0.44,0.59,0.59,0.46,0.12,0.58,0.46,,,0.0,0.0,0.0,0.0
1,95,0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Starts,Min,Gls,90s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
28,509,1,27.9,1.0,1.0,0.0,0.0,1.0,1.3,199.0,5.0,0.04,0.07,0.07,0.05,0.05,0.1,0.05,,,0.0,0.0,0.0,0.0
5,645,2,7.2,0.0,2.0,0.0,0.0,0.0,0.8,12.0,40.0,0.28,0.28,0.28,0.11,0.02,0.13,0.11,,,0.0,0.0,0.0,0.0
32,880,0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
25,205,0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
23,004,7,22.3,9.0,6.0,1.0,2.0,0.0,7.0,104.0,259.0,0.31,0.72,0.67,0.31,0.37,0.68,0.24,,,0.0,0.0,0.0,0.0
6,448,0,5.0,1.0,0.0,0.0,0.0,0.0,0.3,16.0,8.0,0.0,0.2,0.2,0.06,0.05,0.11,0.06,,,0.0,0.0,0.0,0.0
18,505,2,16.7,0.0,2.0,0.0,0.0,0.0,1.4,55.0,41.0,0.12,0.12,0.12,0.08,0.05,0.14,0.08,,,0.0,0.0,0.0,0.0
2,370,2,4.1,1.0,2.0,0.0,0.0,0.0,1.2,11.0,23.0,0.49,0.73,0.73,0.3,0.06,0.36,0.3,,,0.0,0.0,0.0,0.0
0,6,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
24,074,5,23.0,2.0,5.0,0.0,0.0,0.0,2.5,66.0,186.0,0.22,0.3,0.3,0.11,0.12,0.22,0.11,,,0.0,0.0,0.0,0.0
20,751,0,19.5,3.0,0.0,0.0,0.0,0.0,1.0,81.0,24.0,0.0,0.15,0.15,0.05,0.14,0.19,0.05,,,0.0,0.0,0.0,0.0
21,964,2,21.8,1.0,2.0,0.0,0.0,0.0,1.7,94.0,9.0,0.09,0.14,0.14,0.08,0.09,0.17,0.08,,,0.0,0.0,0.0,0.0
26,223,3,24.7,2.0,3.0,0.0,0.0,0.0,2.3,69.0,131.0,0.12,0.2,0.2,0.09,0.1,0.19,0.09,,,0.0,0.0,0.0,0.0
18,585,3,17.6,0.0,3.0,0.0,0.0,0.0,3.3,16.0,80.0,0.17,0.17,0.17,0.19,0.07,0.25,0.19,,,0.0,0.0,0.0,0.0
9,903,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,,,0.0,0.0,0.0,0.0
1,284,1,3.2,2.0,1.0,0.0,0.0,0.0,2.3,5.0,29.0,0.32,0.95,0.95,0.72,0.41,1.12,0.72,,,0.0,0.0,0.0,0.0
5,554,0,6.2,1.0,0.0,0.0,0.0,0.0,0.2,14.0,9.0,0.0,0.16,0.16,0.04,0.03,0.07,0.04,,,0.0,0.0,0.0,0.0
1,166,0,1.8,0.0,0.0,0.0,0.0,0.0,0.1,9.0,4.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,,,0.0,0.0,0.0,0.0
29,336,21,26.0,6.0,19.0,2.0,2.0,0.0,17.5,73.0,183.0,0.81,1.04,0.96,0.67,0.15,0.83,0.61,,,0.0,0.0,0.0,0.0
30,553,8,28.4,5.0,8.0,0.0,0.0,0.0,4.2,181.0,209.0,0.28,0.46,0.46,0.15,0.22,0.37,0.15,,,0.0,0.0,0.0,0.0
24,948,9,21.6,5.0,9.0,0.0,0.0,0.0,12.1,32.0,107.0,0.42,0.65,0.65,0.56,0.19,0.75,0.56,,,0.0,0.0,0.0,0.0
9,766,1,8.5,0.0,1.0,0.0,0.0,0.0,0.2,46.0,8.0,0.12,0.12,0.12,0.03,0.06,0.08,0.03,,,0.0,0.0,0.0,0.0
27,250,1,25.0,3.0,1.0,0.0,0.0,0.0,0.8,80.0,37.0,0.04,0.16,0.16,0.03,0.09,0.12,0.03,,,0.0,0.0,0.0,0.0
0,12,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Starts,Min,Gls,90s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
0,75,0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,3.0,11.0,0.0,0.0,0.0,0.25,0.24,0.48,0.25,,,0.0,0.0,0.0,0.0
8,755,0,8.4,1.0,0.0,0.0,0.0,0.0,0.2,54.0,25.0,0.0,0.12,0.12,0.03,0.17,0.2,0.03,,,0.0,0.0,0.0,0.0
6,608,3,6.8,0.0,3.0,0.0,0.0,0.0,3.0,19.0,57.0,0.44,0.44,0.44,0.44,0.1,0.54,0.44,,,0.0,0.0,0.0,0.0
24,961,10,21.8,3.0,7.0,3.0,3.0,0.0,10.4,45.0,111.0,0.46,0.6,0.46,0.48,0.13,0.61,0.37,,,0.0,0.0,0.0,0.0
0,30,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
22,888,10,21.0,6.0,5.0,5.0,5.0,0.0,8.9,76.0,123.0,0.48,0.76,0.52,0.42,0.23,0.65,0.23,,,0.0,0.0,0.0,0.0
28,303,4,25.6,3.0,4.0,0.0,0.0,0.0,3.9,114.0,105.0,0.16,0.27,0.27,0.15,0.08,0.24,0.15,,,0.0,0.0,0.0,0.0
12,222,1,13.6,2.0,1.0,0.0,0.0,0.0,1.1,25.0,31.0,0.07,0.22,0.22,0.08,0.09,0.17,0.08,,,0.0,0.0,0.0,0.0
22,969,11,21.9,3.0,11.0,0.0,0.0,0.0,9.8,66.0,186.0,0.5,0.64,0.64,0.45,0.1,0.55,0.45,,,0.0,0.0,0.0,0.0
7,630,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
16,414,3,15.7,3.0,3.0,0.0,0.0,1.0,4.1,83.0,67.0,0.19,0.38,0.38,0.26,0.06,0.32,0.26,,,0.0,0.0,0.0,0.0
9,703,0,7.8,0.0,0.0,0.0,0.0,0.0,0.1,48.0,6.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,,,0.0,0.0,0.0,0.0
13,043,6,11.6,3.0,6.0,0.0,0.0,0.0,6.8,31.0,83.0,0.52,0.78,0.78,0.59,0.16,0.75,0.59,,,0.0,0.0,0.0,0.0
30,526,2,28.1,1.0,2.0,0.0,0.0,0.0,1.5,80.0,90.0,0.07,0.11,0.11,0.05,0.02,0.07,0.05,,,0.0,0.0,0.0,0.0
6,540,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
5,385,1,4.3,0.0,1.0,0.0,0.0,0.0,0.4,15.0,27.0,0.23,0.23,0.23,0.1,0.04,0.14,0.1,,,0.0,0.0,0.0,0.0
12,232,0,13.7,0.0,0.0,0.0,0.0,1.0,0.9,71.0,48.0,0.0,0.0,0.0,0.07,0.12,0.19,0.07,,,0.0,0.0,0.0,0.0
14,202,0,13.4,0.0,0.0,0.0,0.0,0.0,0.4,65.0,5.0,0.0,0.0,0.0,0.03,0.04,0.06,0.03,,,0.0,0.0,0.0,0.0
0,63,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,,,0.0,0.0,0.0,0.0
9,813,2,9.0,0.0,2.0,0.0,0.0,0.0,0.4,12.0,3.0,0.22,0.22,0.22,0.05,0.01,0.06,0.05,,,0.0,0.0,0.0,0.0
10,900,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
4,303,0,3.4,1.0,0.0,0.0,0.0,0.0,0.4,9.0,5.0,0.0,0.3,0.3,0.12,0.14,0.26,0.12,,,0.0,0.0,0.0,0.0
32,807,2,31.2,5.0,2.0,0.0,0.0,0.0,0.5,134.0,154.0,0.06,0.22,0.22,0.02,0.1,0.12,0.01,,,0.0,0.0,0.0,0.0
22,748,2,19.4,2.0,2.0,0.0,0.0,0.0,0.8,110.0,71.0,0.1,0.21,0.21,0.04,0.16,0.2,0.04,,,0.0,0.0,0.0,0.0
6,503,0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,,,0.0,0.0,0.0,0.0
Starts,Min,Gls,90s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
32,808,0,31.2,1.0,0.0,0.0,0.0,0.0,1.4,101.0,5.0,0.0,0.03,0.03,0.05,0.04,0.08,0.05,,,0.0,0.0,0.0,0.0
1,80,0,0.9,0.0,0.0,0.0,0.0,0.0,0.2,4.0,9.0,0.0,0.0,0.0,0.22,0.48,0.7,0.22,,,0.0,0.0,0.0,0.0
4,360,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,,,0.0,0.0,0.0,0.0
4,582,0,6.5,0.0,0.0,0.0,0.0,0.0,0.1,22.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,,,0.0,0.0,0.0,0.0
24,936,12,21.5,6.0,6.0,6.0,6.0,0.0,9.9,88.0,132.0,0.56,0.84,0.56,0.46,0.22,0.68,0.24,,,0.0,0.0,0.0,0.0
25,140,1,23.8,2.0,1.0,0.0,0.0,0.0,1.6,99.0,2.0,0.04,0.13,0.13,0.07,0.04,0.11,0.07,,,0.0,0.0,0.0,0.0
27,396,1,26.6,0.0,1.0,0.0,0.0,0.0,0.9,70.0,11.0,0.04,0.04,0.04,0.03,0.01,0.05,0.03,,,0.0,0.0,0.0,0.0
21,857,5,20.6,1.0,5.0,0.0,0.0,0.0,1.6,134.0,14.0,0.24,0.29,0.29,0.08,0.17,0.25,0.08,,,0.0,0.0,0.0,0.0
0,13,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2,273,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,,,0.0,0.0,0.0,0.0
26,167,3,24.1,2.0,3.0,0.0,0.0,1.0,6.0,67.0,180.0,0.12,0.21,0.21,0.25,0.09,0.34,0.25,,,0.0,0.0,0.0,0.0
24,170,7,24.1,4.0,7.0,0.0,0.0,0.0,4.1,118.0,201.0,0.29,0.46,0.46,0.17,0.25,0.42,0.17,,,0.0,0.0,0.0,0.0
29,576,1,28.6,1.0,1.0,0.0,0.0,0.0,2.8,57.0,6.0,0.03,0.07,0.07,0.1,0.02,0.12,0.1,,,0.0,0.0,0.0,0.0
5,361,0,4.0,2.0,0.0,0.0,0.0,0.0,0.2,24.0,10.0,0.0,0.5,0.5,0.04,0.23,0.27,0.04,,,0.0,0.0,0.0,0.0
9,765,2,8.5,2.0,2.0,0.0,0.0,0.0,0.4,12.0,40.0,0.24,0.47,0.47,0.05,0.09,0.14,0.05,,,0.0,0.0,0.0,0.0
0,11,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
8,541,0,6.0,1.0,0.0,0.0,0.0,0.0,0.2,18.0,6.0,0.0,0.17,0.17,0.03,0.11,0.14,0.03,,,0.0,0.0,0.0,0.0
15,364,1,15.2,3.0,1.0,0.0,0.0,0.0,1.4,48.0,21.0,0.07,0.26,0.26,0.09,0.07,0.17,0.09,,,0.0,0.0,0.0,0.0
32,880,0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
22,895,0,21.1,1.0,0.0,0.0,0.0,0.0,1.0,83.0,24.0,0.0,0.05,0.05,0.05,0.07,0.12,0.05,,,0.0,0.0,0.0,0.0
20,810,1,20.1,2.0,1.0,0.0,0.0,1.0,1.4,103.0,68.0,0.05,0.15,0.15,0.07,0.02,0.08,0.07,,,0.0,0.0,0.0,0.0
30,639,1,29.3,2.0,1.0,0.0,0.0,0.0,2.6,85.0,136.0,0.03,0.1,0.1,0.09,0.09,0.17,0.09,,,0.0,0.0,0.0,0.0
11,959,1,10.7,0.0,1.0,0.0,0.0,2.0,0.0,52.0,24.0,0.09,0.09,0.09,0.0,0.02,0.03,0.0,,,0.0,0.0,0.0,0.0
