Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Matches
332,Noussair Mazraoui,maMAR,DF,Manchester Utd,27-158,1997,33,30,2565.0,28.5,0,1,1,0,0,0,2,0,0.6,0.6,1.3,1.9,36,102,47,0.00,0.04,0.04,0.00,0.04,0.02,0.05,0.07,0.02,0.07,Matches
459,Nélson Semedo,ptPOR,DF,Wolves,31-156,1993,29,28,2488.0,27.6,0,4,4,0,0,0,7,0,0.8,0.8,2.6,3.4,61,66,103,0.00,0.14,0.14,0.00,0.14,0.03,0.09,0.12,0.03,0.12,Matches
155,Odsonne Édouard,frFRA,"MF,FW",Crystal Palace,27-095,1998,2,1,115.0,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,4,7,0.00,0.00,0.00,0.00,0.00,0.31,0.04,0.34,0.31,0.34,Matches
452,Oliver Scarles,engENG,DF,West Ham,19-130,2005,14,6,594.0,6.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,11,21,39,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
470,Oliver Skipp,engENG,MF,Leicester City,24-217,2000,19,7,862.0,9.6,0,0,0,0,0,0,6,0,0.1,0.1,0.3,0.4,15,25,18,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
541,Ollie Watkins,engENG,FW,Aston Villa,29-112,1995,33,27,2248.0,25.0,15,7,22,13,2,2,1,0,14.5,13.0,2.9,15.9,49,27,142,0.60,0.28,0.88,0.52,0.80,0.58,0.12,0.70,0.52,0.64,Matches
324,Omar Marmoush,egEGY,"FW,MF",Manchester City,26-073,1999,11,10,826.0,9.2,6,0,6,6,0,0,0,0,4.4,4.4,1.6,6.0,19,23,61,0.65,0.00,0.65,0.65,0.65,0.48,0.18,0.66,0.48,0.66,Matches
242,Omari Hutchinson,engENG,"MF,FW",Ipswich Town,21-173,2003,27,26,2223.0,24.7,3,2,5,3,0,0,5,0,2.3,2.3,2.5,4.8,71,69,131,0.12,0.08,0.20,0.12,0.20,0.09,0.10,0.19,0.09,0.19,Matches
321,Orel Mangala,beBEL,MF,Everton,27-034,1998,19,14,1261.0,14.0,1,0,1,1,0,0,2,0,1.1,1.1,0.6,1.8,6,34,19,0.07,0.00,0.07,0.07,0.07,0.08,0.05,0.13,0.08,0.13,Matches
448,Pablo Sarabia,esESP,"MF,FW",Wolves,32-345,1992,19,6,676.0,7.5,3,2,5,3,0,0,3,0,2.8,2.8,1.6,4.4,12,47,49,0.40,0.27,0.67,0.40,0.67,0.37,0.22,0.59,0.37,0.59,Matches
328,Pape Matar Sarr,snSEN,MF,Tottenham,22-219,2002,30,17,1511.0,16.8,3,2,5,3,0,0,6,0,3.2,3.2,1.5,4.7,29,75,43,0.18,0.12,0.30,0.18,0.30,0.19,0.09,0.28,0.19,0.28,Matches
143,Patrick Dorgu,dkDEN,DF,Manchester Utd,20-177,2004,7,6,496.0,5.5,0,0,0,0,0,0,2,1,0.4,0.4,0.4,0.8,21,20,44,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.15,0.07,0.15,Matches
116,Patson Daka,zmZAM,"FW,MF",Leicester City,26-194,1998,20,5,646.0,7.2,1,0,1,1,0,0,0,0,1.3,1.3,0.1,1.3,9,8,33,0.14,0.00,0.14,0.14,0.14,0.17,0.01,0.18,0.17,0.18,Matches
510,Pau Torres,esESP,DF,Aston Villa,28-095,1997,19,19,1639.0,18.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,31,72,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
392,Paul Onuachu,ngNGA,FW,Southampton,30-328,1994,23,11,984.0,10.9,4,1,5,4,0,0,4,0,3.3,3.3,0.5,3.8,7,12,39,0.37,0.09,0.46,0.37,0.46,0.30,0.04,0.35,0.30,0.35,Matches
374,Pedro Neto,ptPOR,FW,Chelsea,25-043,2000,30,19,1833.0,20.4,4,4,8,4,0,0,8,0,2.8,2.8,5.4,8.2,106,52,216,0.20,0.20,0.39,0.20,0.39,0.14,0.26,0.40,0.14,0.40,Matches
415,Pedro Porro,esESP,DF,Tottenham,25-220,1999,30,25,2373.0,26.4,2,5,7,2,0,0,4,0,1.5,1.5,3.5,5.0,58,136,95,0.08,0.19,0.27,0.08,0.27,0.06,0.13,0.19,0.06,0.19,Matches
167,Pervis Estupiñán,ecECU,DF,Brighton,27-090,1998,26,22,2042.0,22.7,1,1,2,1,0,0,5,0,0.7,0.7,2.1,2.8,53,101,101,0.04,0.04,0.09,0.04,0.09,0.03,0.09,0.12,0.03,0.12,Matches
182,Phil Foden,engENG,"MF,FW",Manchester City,24-328,2000,25,19,1686.0,18.7,7,2,9,7,0,0,2,0,5.1,5.1,4.7,9.8,47,95,119,0.37,0.11,0.48,0.37,0.48,0.27,0.25,0.52,0.27,0.52,Matches
58,Philip Billing,dkDEN,MF,Bournemouth,28-314,1996,10,1,184.0,2.0,0,0,0,0,0,0,1,0,0.6,0.6,1.1,1.7,3,15,13,0.00,0.00,0.00,0.00,0.00,0.28,0.54,0.82,0.28,0.82,Matches
149,Radu Drăgușin,roROU,DF,Tottenham,23-077,2002,16,14,1252.0,13.9,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,7,37,2,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
484,Raheem Sterling,engENG,"FW,MF",Arsenal,30-134,1994,14,5,373.0,4.1,0,2,2,0,0,0,1,0,1.3,1.3,0.4,1.7,24,17,66,0.00,0.48,0.48,0.00,0.48,0.32,0.10,0.42,0.32,0.42,Matches
477,Ramón Sosa,pyPAR,"FW,MF",Nott'ham Forest,25-233,1999,16,1,263.0,2.9,1,0,1,1,0,0,1,0,0.9,0.9,0.5,1.4,11,4,15,0.34,0.00,0.34,0.34,0.34,0.32,0.17,0.49,0.32,0.49,Matches
243,Rasmus Højlund,dkDEN,FW,Manchester Utd,22-076,2003,28,19,1654.0,18.4,3,0,3,3,0,0,2,0,3.4,3.4,1.2,4.5,26,16,82,0.16,0.00,0.16,0.16,0.16,0.18,0.06,0.25,0.18,0.25,Matches
257,Raúl Jiménez,mxMEX,FW,Fulham,33-351,1991,33,25,2044.0,22.7,10,3,13,7,3,3,3,0,10.4,8.1,2.9,11.0,31,51,113,0.44,0.13,0.57,0.31,0.44,0.46,0.13,0.59,0.36,0.48,Matches
251,Reece James,engENG,"DF,MF",Chelsea,25-134,1999,14,10,811.0,9.0,1,0,1,1,0,0,1,0,0.3,0.3,0.5,0.8,6,50,9,0.11,0.00,0.11,0.11,0.11,0.03,0.06,0.09,0.03,0.09,Matches
372,Reiss Nelson,engENG,FW,Fulham,25-132,1999,11,5,487.0,5.4,1,1,2,1,0,0,1,0,1.1,1.1,1.0,2.1,45,35,63,0.18,0.18,0.37,0.18,0.37,0.20,0.18,0.39,0.20,0.39,Matches
526,Renato Veiga,ptPOR,"DF,MF",Chelsea,21-266,2003,7,1,181.0,2.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,7,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
406,Ricardo Pereira,ptPOR,DF,Leicester City,31-197,1993,7,3,297.0,3.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,13,5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
82,Riccardo Calafiori,itITA,DF,Arsenal,22-337,2002,17,11,925.0,10.3,2,1,3,2,0,0,4,0,0.9,0.9,0.3,1.1,21,54,29,0.19,0.10,0.29,0.19,0.29,0.08,0.03,0.11,0.08,0.11,Matches
431,Richarlison,brBRA,FW,Tottenham,27-346,1997,10,2,295.0,3.3,3,1,4,3,0,0,1,0,2.1,2.1,0.9,3.0,8,10,17,0.92,0.31,1.22,0.92,1.22,0.64,0.28,0.92,0.64,0.92,Matches
299,Rico Lewis,engENG,"DF,MF",Manchester City,20-151,2004,26,20,1810.0,20.1,1,2,3,1,0,0,5,1,1.4,1.4,0.3,1.7,36,103,68,0.05,0.10,0.15,0.05,0.15,0.07,0.02,0.08,0.07,0.08,Matches
445,Robert Sánchez,esESP,GK,Chelsea,27-154,1997,27,27,2430.0,27.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
389,Robin Olsen,seSWE,GK,Aston Villa,35-103,1990,3,1,180.0,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
52,Rodrigo Bentancur,uyURU,MF,Tottenham,27-300,1997,22,18,1428.0,15.9,2,0,2,2,0,0,7,0,1.3,1.3,0.4,1.7,22,89,32,0.13,0.00,0.13,0.13,0.13,0.08,0.03,0.11,0.08,0.11,Matches
201,Rodrigo Gomes,ptPOR,"DF,FW",Wolves,21-288,2003,20,6,633.0,7.0,1,0,1,1,0,0,0,0,0.4,0.4,0.8,1.2,21,24,62,0.14,0.00,0.14,0.14,0.14,0.05,0.12,0.17,0.05,0.17,Matches
362,Rodrigo Muniz,brBRA,FW,Fulham,23-352,2001,31,8,964.0,10.7,8,1,9,8,0,0,1,0,5.8,5.8,0.7,6.5,6,27,31,0.75,0.09,0.84,0.75,0.84,0.54,0.07,0.61,0.54,0.61,Matches
295,Roméo Lavia,beBEL,MF,Chelsea,21-105,2004,11,8,541.0,6.0,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.9,3,18,6,0.00,0.17,0.17,0.00,0.17,0.03,0.11,0.14,0.03,0.14,Matches
45,Ross Barkley,engENG,MF,Aston Villa,31-137,1993,17,3,563.0,6.3,3,1,4,3,0,0,3,0,1.7,1.7,0.6,2.3,14,33,9,0.48,0.16,0.64,0.48,0.64,0.27,0.10,0.37,0.27,0.37,Matches
485,Ross Stewart,sctSCO,"FW,MF",Southampton,28-284,1996,7,1,176.0,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,5,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
99,Ryan Christie,sctSCO,MF,Bournemouth,30-058,1995,29,27,2117.0,23.5,2,3,5,2,0,0,9,0,1.8,1.8,3.5,5.4,34,137,44,0.09,0.13,0.21,0.09,0.21,0.08,0.15,0.23,0.08,0.23,Matches
187,Ryan Fraser,sctSCO,"FW,DF",Southampton,31-056,1994,8,4,306.0,3.4,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,10,8,18,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
207,Ryan Gravenberch,nlNED,MF,Liverpool,22-340,2002,33,33,2831.0,31.5,0,3,3,0,0,0,5,0,1.0,1.0,2.8,3.8,62,160,54,0.00,0.10,0.10,0.00,0.10,0.03,0.09,0.12,0.03,0.12,Matches
322,Ryan Manning,ieIRL,"DF,MF",Southampton,28-311,1996,21,16,1279.0,14.2,0,0,0,0,0,0,2,0,0.3,0.3,2.7,3.1,12,31,68,0.00,0.00,0.00,0.00,0.00,0.02,0.19,0.21,0.02,0.21,Matches
462,Ryan Sessegnon,engENG,"FW,DF",Fulham,24-338,2000,11,4,325.0,3.6,3,2,5,3,0,0,0,0,1.2,1.2,0.6,1.8,9,4,26,0.83,0.55,1.38,0.83,1.38,0.34,0.17,0.51,0.34,0.51,Matches
131,Rúben Dias,ptPOR,DF,Manchester City,27-342,1997,22,20,1821.0,20.2,0,0,0,0,0,0,4,0,1.3,1.3,0.3,1.5,33,115,6,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches
263,Sam Johnstone,engENG,GK,Wolves,32-027,1993,7,7,630.0,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
356,Sam Morsy,egEGY,MF,Ipswich Town,33-223,1991,28,26,2329.0,25.9,1,1,2,1,0,0,9,0,0.3,0.3,0.8,1.1,14,101,9,0.04,0.04,0.08,0.04,0.08,0.01,0.03,0.04,0.01,0.04,Matches
492,Sammie Szmodics,ieIRL,"FW,MF",Ipswich Town,29-209,1995,19,13,979.0,10.9,4,0,4,4,0,0,2,0,3.4,3.4,0.2,3.6,16,18,46,0.37,0.00,0.37,0.37,0.37,0.31,0.02,0.33,0.31,0.33,Matches
54,Sander Berge,noNOR,MF,Fulham,27-066,1998,26,22,1972.0,21.9,0,0,0,0,0,0,4,0,0.2,0.2,0.6,0.8,25,105,8,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
509,Sandro Tonali,itITA,MF,Newcastle Utd,24-348,2000,31,23,2180.0,24.2,3,2,5,3,0,0,5,0,3.5,3.5,1.0,4.5,32,96,43,0.12,0.08,0.21,0.12,0.21,0.15,0.04,0.19,0.15,0.19,Matches
73,Santiago Bueno,uyURU,DF,Wolves,26-163,1998,26,18,1671.0,18.6,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,1,28,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
308,Saša Lukić,rsSRB,MF,Fulham,28-251,1996,26,25,2034.0,22.6,0,2,2,0,0,0,12,0,0.9,0.9,2.6,3.5,37,83,28,0.00,0.09,0.09,0.00,0.09,0.04,0.11,0.16,0.04,0.16,Matches
307,Sean Longstaff,engENG,MF,Newcastle Utd,27-173,1997,24,8,797.0,8.9,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,4,40,22,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
127,Sepp van den Berg,nlNED,DF,Brentford,23-122,2001,26,24,2136.0,23.7,0,0,0,0,0,0,2,0,1.4,1.4,0.2,1.6,8,66,27,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches
425,Sergio Reguilón,esESP,DF,Tottenham,28-126,1996,3,0,123.0,1.4,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,12,10,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
323,Solly March,engENG,"FW,MF",Brighton,30-275,1994,7,0,106.0,1.2,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.3,2,1,14,0.00,0.00,0.00,0.00,0.00,0.06,0.23,0.29,0.06,0.29,Matches
234,Son Heung-min,krKOR,FW,Tottenham,32-287,1992,28,23,2004.0,22.3,7,9,16,6,1,2,1,0,7.0,5.4,8.2,13.7,87,104,259,0.31,0.40,0.72,0.27,0.67,0.31,0.37,0.68,0.24,0.61,Matches
395,Stefan Ortega,deGER,GK,Manchester City,32-166,1992,12,11,1010.0,11.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
330,Stephy Mavididi,engENG,FW,Leicester City,26-325,1998,30,16,1615.0,17.9,4,1,5,4,0,0,2,0,1.8,1.8,2.6,4.4,91,57,138,0.22,0.06,0.28,0.22,0.28,0.10,0.15,0.25,0.10,0.25,Matches
63,Sven Botman,nlNED,DF,Newcastle Utd,25-099,2000,3,3,224.0,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
451,Sávio,brBRA,"FW,MF",Manchester City,21-011,2004,27,21,1734.0,19.3,1,8,9,1,0,0,3,0,4.9,4.9,6.8,11.6,133,66,239,0.05,0.42,0.47,0.05,0.47,0.25,0.35,0.60,0.25,0.60,Matches
104,Séamus Coleman,ieIRL,DF,Everton,36-192,1988,3,2,197.0,2.2,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,1,8,2,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26,Matches
38,Taiwo Awoniyi,ngNGA,FW,Nott'ham Forest,27-252,1997,23,3,363.0,4.0,1,0,1,1,0,0,0,0,2.1,2.1,0.1,2.2,6,7,19,0.25,0.00,0.25,0.25,0.25,0.52,0.03,0.55,0.52,0.55,Matches
293,Tariq Lamptey,ghGHA,DF,Brighton,24-203,2000,13,9,765.0,8.5,2,2,4,2,0,0,0,0,0.4,0.4,0.8,1.2,25,12,40,0.24,0.24,0.47,0.24,0.47,0.05,0.09,0.14,0.05,0.14,Matches
226,Taylor Harwood-Bellis,engENG,DF,Southampton,23-081,2002,30,28,2474.0,27.5,1,0,1,1,0,0,8,0,1.7,1.7,1.0,2.7,28,112,8,0.04,0.00,0.04,0.04,0.04,0.06,0.04,0.10,0.06,0.10,Matches
501,Thiago,brBRA,FW,Brentford,23-299,2001,4,1,132.0,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,2,4,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.11,0.07,0.11,Matches
403,Thomas Partey,ghGHA,"MF,DF",Arsenal,31-312,1993,30,26,2347.0,26.1,4,2,6,4,0,0,4,0,2.0,2.0,1.9,4.0,30,156,43,0.15,0.08,0.23,0.15,0.23,0.08,0.07,0.15,0.08,0.15,Matches
246,Tim Iroegbunam,engENG,MF,Everton,21-295,2003,16,5,566.0,6.3,0,1,1,0,0,0,4,0,0.2,0.2,0.2,0.4,8,14,9,0.00,0.16,0.16,0.00,0.16,0.04,0.03,0.07,0.04,0.07,Matches
545,Timo Werner,deGER,"FW,MF",Tottenham,29-046,1996,18,4,516.0,5.7,0,3,3,0,0,0,0,0,1.0,1.0,2.5,3.5,42,30,89,0.00,0.52,0.52,0.00,0.52,0.17,0.44,0.61,0.17,0.61,Matches
90,Timothy Castagne,beBEL,DF,Fulham,29-137,1995,23,17,1625.0,18.1,0,1,1,0,0,0,1,0,0.4,0.4,1.2,1.6,17,61,67,0.00,0.06,0.06,0.00,0.06,0.02,0.07,0.09,0.02,0.09,Matches
106,Toby Collyer,engENG,MF,Manchester Utd,21-108,2004,6,0,179.0,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,0,5,2,0.00,0.00,0.00,0.00,0.00,0.09,0.13,0.22,0.09,0.22,Matches
80,Tom Cairney,sctSCO,MF,Fulham,34-091,1991,21,2,489.0,5.4,1,0,1,1,0,0,3,1,0.2,0.2,0.8,1.0,13,47,29,0.18,0.00,0.18,0.18,0.18,0.04,0.14,0.18,0.04,0.18,Matches
148,Tommy Doyle,engENG,MF,Wolves,23-186,2001,24,3,488.0,5.4,0,1,1,0,0,0,1,0,0.6,0.6,0.5,1.1,6,40,4,0.00,0.18,0.18,0.00,0.18,0.10,0.09,0.20,0.10,0.20,Matches
478,Tomáš Souček,czCZE,MF,West Ham,30-053,1995,30,25,2161.0,24.0,7,1,8,7,0,0,8,0,5.3,5.3,1.0,6.3,6,66,58,0.29,0.04,0.33,0.29,0.33,0.22,0.04,0.26,0.22,0.26,Matches
202,Toti Gomes,ptPOR,DF,Wolves,26-095,1999,26,25,2164.0,24.0,0,1,1,0,0,0,5,0,0.7,0.7,0.9,1.6,21,64,12,0.00,0.04,0.04,0.00,0.04,0.03,0.04,0.07,0.03,0.07,Matches
91,Trevoh Chalobah,engENG,DF,Crystal Palace,25-290,1999,12,12,1060.0,11.8,3,0,3,3,0,0,1,0,1.2,1.2,0.4,1.6,11,34,6,0.25,0.00,0.25,0.25,0.25,0.10,0.03,0.14,0.10,0.14,Matches
92,Trevoh Chalobah,engENG,DF,Chelsea,25-290,1999,10,8,656.0,7.3,0,1,1,0,0,0,1,0,0.7,0.7,1.2,1.9,3,29,2,0.00,0.14,0.14,0.00,0.14,0.10,0.16,0.26,0.10,0.26,Matches
133,Tyler Dibling,engENG,"FW,MF",Southampton,19-040,2006,29,18,1684.0,18.7,2,0,2,2,0,0,6,0,2.5,2.5,1.5,4.1,67,59,90,0.11,0.00,0.11,0.11,0.11,0.14,0.08,0.22,0.14,0.22,Matches
319,Tyrell Malacia,nlNED,DF,Manchester Utd,25-247,1999,3,2,100.0,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
349,Tyrick Mitchell,engENG,DF,Crystal Palace,25-232,1999,33,33,2762.0,30.7,0,4,4,0,0,0,2,0,1.2,1.2,5.6,6.8,55,59,153,0.00,0.13,0.13,0.00,0.13,0.04,0.18,0.22,0.04,0.22,Matches
195,Tyrique George,engENG,FW,Chelsea,19-076,2006,6,0,102.0,1.1,1,1,2,1,0,0,1,0,0.2,0.2,0.7,0.9,9,2,17,0.88,0.88,1.76,0.88,1.76,0.18,0.63,0.81,0.18,0.81,Matches
347,Tyrone Mings,engENG,DF,Aston Villa,32-039,1993,13,11,1051.0,11.7,0,0,0,0,0,0,1,0,0.8,0.8,0.2,1.0,6,39,0,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
306,Valentino Livramento,engENG,DF,Newcastle Utd,22-160,2002,32,27,2390.0,26.6,0,1,1,0,0,0,1,0,0.2,0.2,2.3,2.6,68,129,85,0.00,0.04,0.04,0.00,0.04,0.01,0.09,0.10,0.01,0.10,Matches
56,Victor Bernth Kristiansen,dkDEN,DF,Leicester City,22-126,2002,28,28,2380.0,26.4,0,1,1,0,0,0,1,0,0.3,0.3,1.4,1.7,39,69,75,0.00,0.04,0.04,0.00,0.04,0.01,0.05,0.06,0.01,0.06,Matches
304,Victor Lindelöf,seSWE,DF,Manchester Utd,30-278,1994,11,4,445.0,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
524,Virgil van Dijk,nlNED,DF,Liverpool,33-287,1991,33,33,2970.0,33.0,2,1,3,2,0,0,3,0,1.9,1.9,0.7,2.6,18,172,6,0.06,0.03,0.09,0.06,0.09,0.06,0.02,0.08,0.06,0.08,Matches
367,Vitaliy Mykolenko,uaUKR,DF,Everton,25-327,1999,30,30,2632.0,29.2,0,1,1,0,0,0,2,0,0.4,0.4,1.5,1.9,29,99,75,0.00,0.03,0.03,0.00,0.03,0.01,0.05,0.07,0.01,0.07,Matches
252,Vitaly Janelt,deGER,MF,Brentford,26-346,1998,32,27,2254.0,25.0,1,3,4,1,0,0,3,0,0.8,0.8,2.2,3.0,17,80,38,0.04,0.12,0.16,0.04,0.16,0.03,0.09,0.12,0.03,0.12,Matches
110,Vladimír Coufal,czCZE,DF,West Ham,32-242,1992,17,9,860.0,9.6,0,0,0,0,0,0,4,0,0.2,0.2,0.6,0.8,14,32,24,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.09,0.02,0.09,Matches
164,Wataru Endo,jpJPN,MF,Liverpool,32-071,1993,16,0,154.0,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
544,Welington,brBRA,"DF,MF",Southampton,24-061,2001,7,3,215.0,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,3,6,10,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
77,Wes Burns,wlsWAL,"FW,DF",Ipswich Town,30-149,1994,18,12,926.0,10.3,0,1,1,0,0,0,1,0,0.5,0.5,1.6,2.2,38,8,65,0.00,0.10,0.10,0.00,0.10,0.05,0.16,0.21,0.05,0.21,Matches
183,Wesley Fofana,frFRA,DF,Chelsea,24-125,2000,14,14,1172.0,13.0,0,0,0,0,0,0,7,0,0.4,0.4,0.4,0.8,19,32,4,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.07,0.03,0.06,Matches
369,Wilfred Ndidi,ngNGA,MF,Leicester City,28-126,1996,24,24,1967.0,21.9,0,4,4,0,0,0,7,0,1.8,1.8,1.8,3.6,14,59,72,0.00,0.18,0.18,0.00,0.18,0.08,0.08,0.17,0.08,0.17,Matches
240,Will Hughes,engENG,MF,Crystal Palace,30-004,1995,28,21,1841.0,20.5,0,3,3,0,0,0,11,0,1.0,1.0,2.7,3.7,18,82,24,0.00,0.15,0.15,0.00,0.15,0.05,0.13,0.18,0.05,0.18,Matches
444,William Saliba,frFRA,DF,Arsenal,24-028,2001,31,31,2724.0,30.3,2,0,2,2,0,0,2,1,2.2,2.2,0.9,3.0,16,131,6,0.07,0.00,0.07,0.07,0.07,0.07,0.03,0.10,0.07,0.10,Matches
471,William Smallbone,ieIRL,MF,Southampton,25-059,2000,14,6,612.0,6.8,1,0,1,1,0,0,1,0,0.4,0.4,0.6,1.1,5,23,21,0.15,0.00,0.15,0.15,0.15,0.06,0.09,0.16,0.06,0.16,Matches
550,Willian,brBRA,"MF,FW",Fulham,36-255,1988,7,1,161.0,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,5,27,17,0.00,0.00,0.00,0.00,0.00,0.07,0.13,0.20,0.07,0.20,Matches
62,Willy Boly,ciCIV,DF,Nott'ham Forest,34-077,1991,6,1,150.0,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
386,Wilson Odobert,frFRA,FW,Tottenham,20-144,2004,10,5,450.0,5.0,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,30,18,40,0.00,0.00,0.00,0.00,0.00,0.13,0.03,0.16,0.13,0.16,Matches
173,Wout Faes,beBEL,DF,Leicester City,27-018,1998,29,25,2365.0,26.3,1,0,1,1,0,0,3,0,1.4,1.4,0.1,1.5,12,72,1,0.04,0.00,0.04,0.04,0.04,0.05,0.00,0.06,0.05,0.06,Matches
111,Woyo Coulibaly,frFRA,DF,Leicester City,25-336,1999,4,1,109.0,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,3,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
348,Yankuba Minteh,gmGAM,"FW,MF",Brighton,20-273,2004,27,16,1470.0,16.3,5,4,9,5,0,0,6,0,3.7,3.7,4.7,8.4,63,35,154,0.31,0.24,0.55,0.31,0.55,0.23,0.29,0.52,0.23,0.52,Matches
39,Yasin Ayari,seSWE,MF,Brighton,21-197,2003,29,18,1647.0,18.3,0,1,1,0,0,0,3,0,2.2,2.2,2.1,4.3,27,65,56,0.00,0.05,0.05,0.00,0.05,0.12,0.12,0.23,0.12,0.23,Matches
357,Yerson Mosquera,coCOL,DF,Wolves,23-354,2001,5,5,441.0,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,0,7,0,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
556,Yoane Wissa,cdCOD,FW,Brentford,28-230,1996,30,29,2470.0,27.4,16,3,19,16,0,0,2,0,14.9,14.9,1.8,16.7,48,56,131,0.58,0.11,0.69,0.58,0.69,0.54,0.07,0.61,0.54,0.61,Matches
503,Youri Tielemans,beBEL,MF,Aston Villa,27-349,1997,33,33,2825.0,31.4,2,7,9,2,0,1,4,0,3.0,2.3,6.8,9.0,35,221,42,0.06,0.22,0.29,0.06,0.29,0.10,0.22,0.31,0.07,0.29,Matches
