Team,Median of Age,Mean of Age,Std of Age,Median of Matches Played,Mean of Matches Played,Std of Matches Played,Median of Starts,Mean of Starts,Std of Starts,Median of Minutes,Mean of Minutes,Std of Minutes,Median of Goals,Mean of Goals,Std of Goals,Median of Assists,Mean of Assists,Std of Assists,Median of Yellow Cards,Mean of Yellow Cards,Std of Yellow Cards,Median of Red Cards,Mean of Red Cards,Std of Red Cards,Median of xG,Mean of xG,Std of xG,Median of xAG,Mean of xAG,Std of xAG,Median of PrgC,Mean of PrgC,Std of PrgC,Median of PrgP,Mean of PrgP,Std of PrgP,Median of PrgR,Mean of PrgR,Std of PrgR,Median of Gls/90,Mean of Gls/90,Std of Gls/90,Median of Ast/90,Mean of Ast/90,Std of Ast/90,Median of xG/90,Mean of xG/90,Std of xG/90,Median of xAG/90,Mean of xAG/90,Std of xAG/90,Median of GA90,Mean of GA90,Std of GA90,Median of Save%,Mean of Save%,Std of Save%,Median of CS%,Mean of CS%,Std of CS%,Median of PK Save%,Mean of PK Save%,Std of PK Save%,Median of SoT%,Mean of SoT%,Std of SoT%,Median of SoT/90,Mean of SoT/90,Std of SoT/90,Median of G/Sh,Mean of G/Sh,Std of G/Sh,Median of Dist,Mean of Dist,Std of Dist,Median of Cmp,Mean of Cmp,Std of Cmp,Median of Cmp%,Mean of Cmp%,Std of Cmp%,Median of TotDist,Mean of TotDist,Std of TotDist,Median of Short Cmp%,Mean of Short Cmp%,Std of Short Cmp%,Median of Medium Cmp%,Mean of Medium Cmp%,Std of Medium Cmp%,Median of Long Cmp%,Mean of Long Cmp%,Std of Long Cmp%,Median of KP,Mean of KP,Std of KP,Median of 1/3,Mean of 1/3,Std of 1/3,Median of PPA,Mean of PPA,Std of PPA,Median of CrsPA,Mean of CrsPA,Std of CrsPA,Median of PrgP (Passing),Mean of PrgP (Passing),Std of PrgP (Passing),Median of SCA,Mean of SCA,Std of SCA,Median of SCA90,Mean of SCA90,Std of SCA90,Median of GCA,Mean of GCA,Std of GCA,Median of GCA90,Mean of GCA90,Std of GCA90,Median of Tkl,Mean of Tkl,Std of Tkl,Median of TklW,Mean of TklW,Std of TklW,Median of Att (Challenges),Mean of Att (Challenges),Std of Att (Challenges),Median of Lost (Challenges),Mean of Lost (Challenges),Std of Lost (Challenges),Median of Blocks,Mean of Blocks,Std of Blocks,Median of Sh (Blocks),Mean of Sh (Blocks),Std of Sh (Blocks),Median of Pass (Blocks),Mean of Pass (Blocks),Std of Pass (Blocks),Median of Int,Mean of Int,Std of Int,Median of Touches,Mean of Touches,Std of Touches,Median of Def Pen,Mean of Def Pen,Std of Def Pen,Median of Def 3rd,Mean of Def 3rd,Std of Def 3rd,Median of Mid 3rd,Mean of Mid 3rd,Std of Mid 3rd,Median of Att 3rd,Mean of Att 3rd,Std of Att 3rd,Median of Att Pen,Mean of Att Pen,Std of Att Pen,Median of Att (Take-Ons),Mean of Att (Take-Ons),Std of Att (Take-Ons),Median of Succ% (Take-Ons),Mean of Succ% (Take-Ons),Std of Succ% (Take-Ons),Median of Tkld%,Mean of Tkld%,Std of Tkld%,Median of Carries,Mean of Carries,Std of Carries,Median of ProDist,Mean of ProDist,Std of ProDist,Median of ProgC (Carries),Mean of ProgC (Carries),Std of ProgC (Carries),Median of 1/3 (Carries),Mean of 1/3 (Carries),Std of 1/3 (Carries),Median of CPA,Mean of CPA,Std of CPA,Median of Mis,Mean of Mis,Std of Mis,Median of Dis,Mean of Dis,Std of Dis,Median of Rec,Mean of Rec,Std of Rec,Median of PrgR (Receiving),Mean of PrgR (Receiving),Std of PrgR (Receiving),Median of Fls,Mean of Fls,Std of Fls,Median of Fld,Mean of Fld,Std of Fld,Median of Off,Mean of Off,Std of Off,Median of Crs,Mean of Crs,Std of Crs,Median of Recov,Mean of Recov,Std of Recov,Median of Won (Aerial),Mean of Won (Aerial),Std of Won (Aerial),Median of Lost (Aerial),Mean of Lost (Aerial),Std of Lost (Aerial),Median of Won% (Aerial),Mean of Won% (Aerial),Std of Won% (Aerial)
all,,,,22.0,20.77220956719818,9.18819236284377,14.0,14.927107061503417,10.305345891359806,1312.0,1337.261958997722,865.1551776699492,1.0,2.143507972665148,3.544227732963813,1.0,1.571753986332574,2.2317191140865553,2.0,3.0318906605922553,2.5676035460625064,0.0,0.09339407744874716,0.313948352587965,1.0,2.1699316628701597,3.099257201459541,0.9,1.5981776765375852,1.8600943549870967,16.0,27.915717539863326,30.22902992343312,44.0,55.01594533029613,48.32303988287698,28.0,54.5125284738041,63.580131030511915,0.05,0.1291116173120729,0.18955459407288527,0.05,0.09658314350797267,0.1284956399528772,0.08,0.1444646924829157,0.16309820838077005,0.08,0.10464692482915718,0.1005546294349281,2.38,2.1275,0.6616834590648312,68.1,66.8,4.209513035969835,4.0,9.95,15.046926596484745,0.0,9.533333333333333,16.5122176988233,30.35,29.14107142857143,19.82417288288228,0.23,0.39781914893617015,0.46514861195716123,0.055,0.07705357142857143,0.10241535326415542,16.1,16.56815476190476,5.048235765703352,427.5,542.6914893617021,448.5247944473556,80.2,79.35132978723404,8.286528719973782,6839.0,9353.906914893618,8144.854740958371,89.7,88.84893617021275,6.724470650684327,85.9,84.14707446808511,10.224156595294616,53.95,54.13181818181819,16.47944298783711,7.5,12.784574468085106,14.322155380799813,30.5,42.704787234042556,43.26988888000457,6.0,11.037234042553191,13.750294903349456,1.0,2.5372340425531914,4.090795757438645,44.0,55.01594533029613,48.32303988287698,18.0,30.11436170212766,30.377890312827123,1.79,2.0514627659574467,1.416668858488083,2.0,3.2632978723404253,3.9782520485386703,0.14500000000000002,0.2113563829787234,0.23348837655398522,17.0,24.122340425531913,22.536037648792686,9.0,14.404255319148936,13.888945550711842,540.0,665.7393617021277,525.1251798887495,8.0,10.803191489361701,10.34104265152056,12.0,15.183510638297872,13.662633983821953,10.0,16.888297872340427,19.446974641188678,8.0,10.034574468085106,9.390853781833314,7.0,10.914893617021276,11.461154868597921,702.0,816.0398936170212,609.1420204442655,31.5,94.93085106382979,178.17606425202132,7.0,11.372340425531915,11.828764076371973,7.0,9.457446808510639,9.545305184425994,2.0,3.2925531914893615,3.7072250714647006,19.5,32.537234042553195,37.427742962439126,540.0,665.7393617021277,525.1251798887495,45.0,46.86858789625361,23.267348404092488,44.3,42.28472622478387,21.929851975242432,374.0,456.67021276595744,350.0524802802497,2005.5,3247.6648936170213,3527.6436878938875,16.0,27.915717539863326,30.22902992343312,30.5,42.704787234042556,43.26988888000457,2.0,7.167553191489362,12.471027132136971,11.0,17.523936170212767,17.58619038332582,7.0,12.412234042553191,14.098993223953192,455.5,533.125,409.70321982299987,28.0,54.5125284738041,63.580131030511915,11.0,14.78191489361702,13.526479415948222,0.0,1.2659574468085106,2.0806436538207107,1.0,2.24468085106383,3.7910383315400114,8.0,22.59308510638298,33.4421985729119,43.0,56.88563829787234,46.406438704036425,9.0,17.59840425531915,20.546166490292258,8.0,10.803191489361701,10.34104265152056,50.0,48.97843665768194,21.734489187741634
Arsenal,,,,21.0,22.047619047619047,7.6907489263152415,15.0,16.19047619047619,9.65204148156776,1401.0,1446.095238095238,831.8100687513889,2.0,2.9047619047619047,2.808999143908056,2.0,2.380952380952381,2.6921402355039095,3.0,2.9523809523809526,2.0118695404073916,0.0,0.23809523809523808,0.5389584311207967,2.0,2.6190476190476186,2.588941684862571,0.9,1.9761904761904758,2.1379674370543538,25.0,35.95238095238095,31.18409240378208,57.0,78.19047619047619,60.61651511561766,57.0,77.71428571428571,74.99676183485714,0.11,0.17285714285714282,0.1668575097843324,0.11,0.14523809523809522,0.15555124710586693,0.1,0.1595238095238095,0.14108423691100969,0.1,0.12666666666666662,0.11917773841340222,,,,,,,,,,,,,30.1,27.1,13.96643595672616,0.17,0.35947368421052633,0.44197126206488596,0.0,0.07375000000000001,0.10092076099594176,15.4,17.1,5.825804665451803,628.0,641.3157894736842,450.9153717878998,85.7,82.43157894736844,9.126825700561014,11358.0,11219.894736842105,7968.836530822474,92.7,90.99473684210527,7.448972612545716,90.5,86.67368421052632,12.237094885146153,55.2,56.0578947368421,15.060261019926052,7.0,8.368421052631579,7.462577200909359,47.0,53.1578947368421,48.10897716861715,5.0,6.842105263157895,6.80084274103615,1.0,1.5789473684210527,1.7421503147829254,57.0,78.19047619047619,60.61651511561766,17.0,22.789473684210527,16.975730870760504,1.45,1.9321052631578952,1.538543968776859,2.0,1.9473684210526316,1.9285482222682517,0.1,0.13157894736842105,0.14908100549308895,13.0,25.36842105263158,29.573280970640056,6.0,14.947368421052632,17.270635593433425,817.0,755.1052631578947,493.1772156962154,6.0,10.947368421052632,11.281615744261527,15.0,16.789473684210527,13.926708741632712,11.0,14.631578947368421,14.068129964631206,9.0,9.421052631578947,8.355409355446088,7.0,11.105263157894736,10.913267851779246,892.0,898.2631578947369,560.58370790387,66.0,130.52631578947367,188.76333460507652,7.0,12.578947368421053,14.431122961901492,7.0,10.0,12.675435561221029,2.0,2.789473684210526,3.7944249654873206,15.0,21.05263157894737,23.78018242199567,817.0,755.1052631578947,493.1772156962154,54.15,58.01111111111111,24.713651595088063,29.85,29.511111111111113,18.53638358310135,497.0,518.8421052631579,345.95941688101937,3723.0,3913.8947368421054,3248.7468506202827,25.0,35.95238095238095,31.18409240378208,47.0,53.1578947368421,48.10897716861715,1.0,1.894736842105263,2.558096880323888,8.0,12.105263157894736,13.127133633314646,3.0,9.052631578947368,11.152845597078832,630.0,606.3157894736842,403.5379718649065,57.0,77.71428571428571,74.99676183485714,9.0,15.526315789473685,14.51959756502543,1.0,1.105263157894737,1.1002392084403616,0.0,1.4736842105263157,3.2891812735531007,6.0,9.157894736842104,16.018264429133307,46.0,54.21052631578947,40.320354588619956,9.0,25.05263157894737,29.15566208438675,6.0,10.947368421052632,11.281615744261527,56.7,56.9388888888889,22.166300306570008
Aston Villa,,,,20.0,19.28,9.458329662260667,11.0,13.44,10.87075587681617,1051.0,1203.84,867.8862098992778,1.0,2.0,3.4399612400917157,0.0,1.56,2.467792535850613,2.0,2.56,2.2561028345356955,0.0,0.08,0.27688746209726917,0.8,2.02,3.053276928154405,0.4,1.46,2.0297783130184444,16.0,24.96,23.10569915266217,35.0,47.24,47.07819735999528,23.0,45.72,52.319148820803015,0.05,0.1804,0.30191720719429027,0.0,0.08,0.10037429949942366,0.09,0.19119999999999998,0.2408201265121612,0.06,0.0836,0.07685917858872376,,,,,,,,,,,,,30.95,30.13499999999999,18.54798258287776,0.19,0.24913043478260868,0.29327171768729576,0.095,0.12250000000000001,0.13333278508659216,16.450000000000003,15.89,5.23348530341422,401.0,592.2173913043479,573.6517756302985,81.7,80.06521739130434,8.642474850498669,6549.0,10064.91304347826,10001.296088339766,91.4,90.53478260869564,5.161977131404045,85.7,83.77391304347826,10.184713027210943,57.6,54.20869565217392,15.521419600125567,7.0,12.91304347826087,14.132210286750366,34.0,47.0,51.53815885518048,5.0,11.652173913043478,15.726667264271434,1.0,2.9130434782608696,4.953539078993384,35.0,47.24,47.07819735999528,21.0,29.0,29.386143920995394,1.8,1.9417391304347824,1.4089733598807874,2.0,3.3043478260869565,4.547074810035925,0.13,0.24782608695652175,0.3751963912617101,26.0,25.695652173913043,21.478180857894525,14.0,15.565217391304348,12.608893279083624,526.0,703.9130434782609,630.7178387320764,6.0,9.73913043478261,8.603473882441314,14.0,15.217391304347826,14.346227003955146,8.0,13.130434782608695,15.918269514863294,7.0,9.478260869565217,8.846517369293828,9.0,11.826086956521738,11.625411718664356,680.0,850.5652173913044,717.0601487441594,30.0,76.8695652173913,90.32129737162371,10.0,12.608695652173912,11.594430992486249,9.0,10.043478260869565,8.987254919503636,2.0,3.0434782608695654,2.7712527667524665,20.0,27.391304347826086,30.131136312692743,526.0,703.9130434782609,630.7178387320764,45.5,44.92380952380953,25.350718032472074,47.4,46.24761904761905,25.96113670561478,362.0,481.30434782608694,435.8151646139793,2105.0,3173.521739130435,3259.714849067814,16.0,24.96,23.10569915266217,34.0,47.0,51.53815885518048,1.0,5.478260869565218,11.950160003559448,10.0,15.347826086956522,17.09228612735255,5.0,12.0,16.85499656158105,482.0,574.0869565217391,528.5829179852209,23.0,45.72,52.319148820803015,16.0,16.17391304347826,13.509768095422467,0.0,1.4782608695652173,2.371604083495758,1.0,2.260869565217391,3.9796915287534063,9.0,23.0,36.42426763474144,50.0,55.30434782608695,50.04855350067454,9.0,18.869565217391305,21.76173528305232,6.0,9.73913043478261,8.603473882441314,55.6,52.178260869565214,26.399930380792142
Bournemouth,,,,24.5,22.5,8.262152134567412,16.0,16.45,10.879604288469514,1545.5,1472.6,927.3872409823429,1.5,2.55,3.5463101654358553,1.0,1.85,2.058998223459779,3.5,4.0,2.9379548919900764,0.0,0.05,0.22360679774997894,1.4,3.005,3.568056377888314,1.45,2.0199999999999996,1.8213933359410663,24.5,32.75,33.63249525149904,49.5,65.25,49.31197676661907,34.5,64.4,71.09104614580701,0.075,0.156,0.18849542783789075,0.115,0.11700000000000002,0.12109587328359207,0.095,0.2125,0.20573040611440985,0.11,0.15,0.15036796971359784,,,,,,,,,,,,,24.9,24.333333333333332,24.128430874604927,0.16,0.2810526315789474,0.30888499724083046,0.0,0.055,0.07358468510738454,16.15,15.983333333333329,5.493873593269464,412.0,467.63157894736844,356.13577475238225,81.7,81.96842105263157,6.821864573363352,6337.0,7688.421052631579,6311.137389266599,91.2,90.33684210526316,5.584324342529998,88.6,85.63684210526316,9.23442896786656,60.0,61.39473684210526,14.140425645181287,11.0,12.736842105263158,13.122678017941807,39.0,41.0,31.034031499486353,6.0,8.789473684210526,8.695969356025564,1.0,1.5789473684210527,1.5389675281277313,49.5,65.25,49.31197676661907,25.0,30.842105263157894,29.367902278006277,2.51,2.4321052631578945,1.382974166013107,2.0,3.0,3.0550504633038935,0.25,0.22157894736842104,0.20656618949691366,25.0,27.0,23.233118124302166,12.0,15.578947368421053,14.856034275201605,524.0,568.5263157894736,431.3716325630569,12.0,10.842105263157896,8.801913667522893,11.0,15.947368421052632,15.643506584062733,6.0,17.0,23.638480868655197,9.0,10.526315789473685,9.974235816189582,10.0,10.736842105263158,10.540093322711238,596.0,718.7368421052631,532.7539396700114,28.0,51.63157894736842,81.10021956835313,9.0,11.631578947368421,12.061004778098297,8.0,10.947368421052632,9.477890554164738,4.0,4.421052631578948,3.877510505375614,16.0,32.26315789473684,31.525725130902856,524.0,568.5263157894736,431.3716325630569,42.8,47.31666666666666,23.908089942650843,44.400000000000006,41.0,19.626662537297094,349.0,389.5263157894737,272.6565540954922,1686.0,2485.8947368421054,2402.507923324589,24.5,32.75,33.63249525149904,39.0,41.0,31.034031499486353,2.0,5.526315789473684,6.6530562822462915,13.0,19.473684210526315,18.093486922255973,8.0,14.736842105263158,15.863452423952912,411.0,456.89473684210526,319.704185274249,34.5,64.4,71.09104614580701,11.0,16.0,15.602706317957935,0.0,1.4736842105263157,2.776256893585549,0.0,2.3684210526315788,3.5778722155274463,8.0,19.31578947368421,31.123504214980084,45.0,57.31578947368421,44.502250419474976,12.0,20.63157894736842,26.062340916254772,12.0,10.842105263157896,8.801913667522893,50.0,47.27894736842105,21.00773875787916
Brentford,,,,26.0,22.789473684210527,10.108186711596261,21.0,17.36842105263158,12.262003308847982,1913.0,1554.2631578947369,1031.2377590980043,1.0,2.9473684210526314,5.306952297699545,2.0,1.894736842105263,2.53628636750894,2.0,2.473684210526316,1.5408663166699288,0.0,0.05263157894736842,0.22941573387056177,1.1,2.6736842105263157,3.9502239184441112,1.2,1.9105263157894732,2.2454632624823536,12.0,27.105263157894736,31.72957739824697,52.0,61.78947368421053,51.32205389863376,34.0,61.10526315789474,74.80782396458135,0.03,0.12315789473684209,0.19362198657231708,0.08,0.08894736842105264,0.10131878935332474,0.07,0.13052631578947368,0.16008586877084735,0.08,0.10315789473684212,0.08028093945492966,,,,,,,,,,,,,31.75,33.15833333333333,18.169377751557366,0.245,0.5657142857142857,0.6453468272739298,0.065,0.08416666666666667,0.08928588744571954,18.049999999999997,17.333333333333336,4.426024962615661,466.5,493.2142857142857,381.00639578145353,79.2,78.1857142857143,6.300898244006063,7523.5,9003.142857142857,7885.06378548068,89.05,88.72857142857143,7.543150593692324,81.8,83.99285714285715,10.09999727994741,49.1,51.91428571428571,13.718985000740743,9.5,12.0,11.306907351090919,29.5,33.42857142857143,34.13032553139687,8.0,9.857142857142858,9.305557833542629,1.5,3.7857142857142856,6.027865694851274,52.0,61.78947368421053,51.32205389863376,17.5,29.571428571428573,29.489800807200304,1.79,2.0885714285714285,1.4643657442616693,2.0,2.5714285714285716,2.1737697038266783,0.16,0.16142857142857145,0.11966987557810496,15.0,20.571428571428573,18.46291203681372,8.5,12.428571428571429,11.914530790427458,589.5,618.0714285714286,467.48187365693894,7.0,9.5,8.537248701110645,12.0,14.357142857142858,14.286126367682968,9.5,16.0,19.51725075216991,7.0,10.0,8.84046639911301,4.5,8.785714285714286,9.32472784860499,724.5,762.9285714285714,557.9665642430438,15.0,145.71428571428572,278.3957969873464,7.0,10.714285714285714,11.545419147727088,3.5,7.428571428571429,7.880982813703511,1.5,2.4285714285714284,2.7093651176353735,21.0,29.857142857142858,34.73383883822173,589.5,618.0714285714286,467.48187365693894,39.1,40.845454545454544,23.205187507812283,42.1,42.62727272727273,14.51641077602111,368.0,425.7142857142857,313.06338227055767,2055.0,3542.5714285714284,4248.680622612982,12.0,27.105263157894736,31.72957739824697,29.5,33.42857142857143,34.13032553139687,0.5,7.357142857142857,13.188614803669127,11.0,15.142857142857142,18.509278932292492,6.0,13.857142857142858,21.742751728961373,443.0,475.0,346.8220559040882,34.0,61.10526315789474,74.80782396458135,8.0,11.857142857142858,10.287087820378312,0.5,0.8571428571428571,1.167320591199077,1.0,2.2142857142857144,4.67692488432585,11.5,25.5,34.25414068176509,39.0,57.92857142857143,46.883594450206445,8.0,12.785714285714286,17.820379739667,7.0,9.5,8.537248701110645,38.2,47.69999999999999,28.20747309599955
Brighton,,,,20.5,19.083333333333332,9.164756059120636,12.5,13.583333333333334,8.982672530884194,1186.5,1210.7083333333333,785.53202570347,1.0,2.0833333333333335,3.0348220586281878,1.0,1.3333333333333333,1.6061476099435994,2.5,2.7916666666666665,2.501810938303391,0.0,0.125,0.3378319623460881,0.7,2.0749999999999997,2.7193749281774298,1.15,1.4416666666666667,1.4270421421115491,19.0,28.375,30.329799523413186,40.0,54.375,48.50084042301876,36.0,53.666666666666664,63.54503139107537,0.06,0.12583333333333335,0.14972196454317138,0.045,0.09041666666666666,0.101445173312513,0.08499999999999999,0.13125,0.1209855363256286,0.1,0.11125,0.07640353394968064,,,,,,,,,,,,,31.7,31.047058823529408,24.060577654304634,0.15,0.3889473684210526,0.49373738787652544,0.06,0.08470588235294117,0.09792328930461483,14.3,15.458823529411765,4.64826026911271,438.0,587.578947368421,480.5283337454345,80.8,79.65263157894736,8.012654465216093,8028.0,10925.052631578947,9678.523082197591,89.9,89.74736842105264,6.519745088835286,88.1,87.01578947368421,7.6023580521583165,50.0,51.484210526315785,10.832987848742107,9.0,12.631578947368421,14.788172925670438,27.0,44.578947368421055,42.16411822269115,5.0,10.736842105263158,12.350627987916504,0.0,2.210526315789474,3.0836296680737396,40.0,54.375,48.50084042301876,14.0,29.210526315789473,32.177595634520515,1.38,1.8594736842105266,1.5401207517024635,2.0,3.0,3.415650255319866,0.15,0.21894736842105264,0.2567725914942832,14.0,20.736842105263158,19.395996451911746,7.0,12.052631578947368,11.496249070460264,646.0,738.8947368421053,566.0078419889448,7.0,9.052631578947368,8.120438440616137,15.0,15.526315789473685,10.511202600890114,8.0,15.052631578947368,19.230975257555844,9.0,9.210526315789474,7.771593196939315,8.0,11.210526315789474,10.99787326596688,804.0,877.5263157894736,627.8011334474435,39.0,145.78947368421052,249.51810866088977,5.0,9.31578947368421,10.461849377507821,9.0,9.473684210526315,8.68823227802751,1.0,1.9473684210526316,2.460209661583209,13.0,30.105263157894736,38.23014333806666,646.0,738.8947368421053,566.0078419889448,43.45,43.050000000000004,23.745146872571667,49.3,52.16875,24.6937433033822,467.0,478.6842105263158,335.29772054624647,2809.0,4422.736842105263,5353.028320929972,19.0,28.375,30.329799523413186,27.0,44.578947368421055,42.16411822269115,1.0,5.631578947368421,9.370227830242085,11.0,14.526315789473685,15.593333408339145,5.0,7.684210526315789,10.094292290304718,483.0,552.6842105263158,418.07602347361274,36.0,53.666666666666664,63.54503139107537,12.0,14.052631578947368,13.318632246303698,0.0,1.5789473684210527,3.5483296457423172,1.0,2.4210526315789473,3.5010441216186448,10.0,23.68421052631579,32.71773666373731,35.0,53.8421052631579,45.068174479084384,10.0,18.263157894736842,19.223371496589937,7.0,9.052631578947368,8.120438440616137,50.0,54.15263157894737,18.934341769536484
Chelsea,,,,23.5,19.727272727272727,10.525170819479406,13.5,14.454545454545455,11.253474691875956,1200.5,1299.8636363636363,977.061693010248,1.0,2.5,3.582364210034113,1.0,1.9090909090909092,2.2019275302527213,3.0,3.9545454545454546,3.330626606672323,0.0,0.045454545454545456,0.2132007163556105,1.1,2.8000000000000003,4.169161158063425,1.1,2.1318181818181823,2.374745372543251,18.0,34.22727272727273,38.55723243647258,36.0,62.86363636363637,62.64814477133416,23.5,63.90909090909091,74.90559715300644,0.09,0.16227272727272724,0.2170348187598307,0.115,0.15318181818181817,0.1950674209121008,0.095,0.17818181818181814,0.18666589362857866,0.145,0.175,0.17538393258655083,,,,,,,,,,,,,27.75,25.86111111111111,15.167695504858493,0.24,0.34736842105263155,0.35789262985275905,0.02,0.05666666666666667,0.07251774630676111,16.85,17.7,4.478182404397884,606.0,670.0,551.7832706577626,78.1,79.59473684210526,9.019822225657006,9544.0,10902.736842105263,9298.183614986945,86.4,86.88421052631578,6.973462646816839,81.8,82.37894736842105,9.424411502250031,57.1,59.1578947368421,13.19184578903337,14.0,15.473684210526315,12.352995233062716,52.0,62.0,58.054572027819944,13.0,14.947368421052632,13.447319783388998,2.0,2.9473684210526314,3.7634748159192557,36.0,62.86363636363637,62.64814477133416,31.0,37.10526315789474,26.1680354988934,2.08,2.2047368421052633,0.6546871044081765,3.0,3.736842105263158,3.313978898597708,0.16,0.2326315789473684,0.23340099269671682,29.0,33.36842105263158,29.418834719568856,15.0,20.0,18.260461233069783,811.0,804.6842105263158,597.9573612290036,12.0,13.052631578947368,8.922342020708628,24.0,22.0,16.418147141366333,17.0,17.473684210526315,15.511173109345087,12.0,15.263157894736842,12.542559127773096,13.0,14.105263157894736,12.087159103969732,1041.0,996.578947368421,674.919774309796,46.0,56.21052631578947,52.48235570950216,12.0,14.789473684210526,14.879437516879241,11.0,13.947368421052632,13.794015144299705,4.0,4.631578947368421,3.7000079026310426,26.0,37.578947368421055,37.36801334099301,811.0,804.6842105263158,597.9573612290036,41.4,40.478947368421046,12.232315077847803,45.5,46.62105263157895,10.514782131592353,491.0,562.7894736842105,416.934924171809,2528.0,3135.157894736842,2794.8849362751134,18.0,34.22727272727273,38.55723243647258,52.0,62.0,58.054572027819944,2.0,9.157894736842104,12.415327256145646,19.0,25.36842105263158,23.319544798101088,15.0,18.210526315789473,15.939395455455019,555.0,660.2631578947369,492.825509136997,23.5,63.90909090909091,74.90559715300644,15.0,20.42105263157895,16.24231712216813,1.0,1.0,1.3743685418725535,0.0,1.8421052631578947,3.2704596668891273,16.0,23.736842105263158,27.15765107103165,83.0,80.47368421052632,50.95899050658571,11.0,17.57894736842105,15.460759610035279,12.0,13.052631578947368,8.922342020708628,48.1,47.06666666666668,16.1740169262126
Crystal Palace,,,,27.0,22.85,10.173624308915057,16.5,16.9,12.20828019268717,1450.0,1512.2,1016.8223774919693,0.5,1.95,3.4255233945071506,1.0,1.6,2.112618729145617,2.0,3.5,3.332456024900364,0.0,0.2,0.4103913408340617,1.1,2.5650000000000004,3.380481902737662,1.35,1.9700000000000002,2.1196077094842956,12.5,22.2,22.013393052508068,52.5,51.1,37.53861170076822,11.0,50.6,63.441975146793126,0.015,0.09,0.1346730934717962,0.035,0.06499999999999999,0.08211032373068501,0.08499999999999999,0.14650000000000002,0.14016062214473793,0.11499999999999999,0.10600000000000001,0.07301045346927708,1.15,1.15,0.0,68.5,68.5,0.0,31.8,31.8,0.0,0.0,0.0,0.0,34.849999999999994,36.5875,23.160336065494963,0.36,0.45235294117647057,0.43070479176236104,0.06,0.06937499999999999,0.07593582817089703,12.600000000000001,14.875,5.31921046772921,495.0,620.4117647058823,457.24993969703394,79.3,79.24705882352941,8.420222506491355,8180.0,10611.941176470587,8272.00171867871,88.2,86.03529411764706,8.018957318167262,85.0,83.61176470588236,10.012360008568233,55.1,55.588235294117645,11.64146051581057,14.0,15.588235294117647,13.309107894264608,56.0,56.529411764705884,43.97601284657755,7.0,10.117647058823529,10.523083869172908,1.0,2.2941176470588234,2.4941107103122184,52.5,51.1,37.53861170076822,38.0,37.1764705882353,28.23835001845373,2.17,2.1305882352941174,1.250832076000988,3.0,3.7058823529411766,3.097674649683875,0.15,0.1976470588235294,0.14254514248847214,20.0,25.176470588235293,20.028839501196913,9.0,15.176470588235293,12.016838675987369,671.0,747.8235294117648,514.8390810843372,9.0,12.235294117647058,10.991641209145621,16.0,15.823529411764707,10.736825031856759,14.0,21.58823529411765,19.943855017051654,8.0,10.117647058823529,8.192087286989016,9.0,14.529411764705882,14.305233513730313,827.0,921.0588235294117,591.6138384313956,31.0,73.41176470588235,77.1929877187117,7.0,11.352941176470589,10.42797425480249,7.0,10.411764705882353,10.186135329023292,3.0,3.411764705882353,2.6471405216150634,20.0,40.05882352941177,41.453996472347654,671.0,747.8235294117648,514.8390810843372,41.2,43.85625,16.73459366103641,48.45,47.575,15.973957973318115,412.0,516.4117647058823,348.38700801399176,2372.0,3472.9411764705883,3067.8525769377397,12.5,22.2,22.013393052508068,56.0,56.529411764705884,43.97601284657755,2.0,6.294117647058823,9.39258155329482,16.0,22.529411764705884,22.84490546888634,7.0,11.764705882352942,10.18288645083447,575.0,601.6470588235294,375.24957381329403,11.0,50.6,63.441975146793126,14.0,22.470588235294116,17.72046009228747,0.0,1.1764705882352942,2.2976970567735604,1.0,3.5294117647058822,5.524011756174397,9.0,21.705882352941178,25.206062529385548,55.0,68.70588235294117,49.574142334843216,18.0,24.58823529411765,21.97458424956378,9.0,12.235294117647058,10.991641209145621,45.0,46.12352941176471,14.74777650239879
